DEPARTAMENTO	SETOR	SECRETARIA	SECRETARIA.1
COORDENADORIA DE TRANSPORTE - SANTA IZABEL	CTRANS - POLOS	SAGA	DLPI
COORDENADORIA DE TRANSPORTE - SANTA IZABEL	CTRANS - POLOS	SAGA	DLPI
COORDENADORIA DE TRANSPORTE - COQUEIRO	CTRANS - POLOS	SAGA	DLPI
COORDENADORIA DE SAÚDE PRISIONAL	DAB	SAGA	DAB
GABINETE DO SECRETÁRIO ADJUNTO DE GESTÃO ADMINISTRATIVA	SAGA	SAGA	SAGA
NÚCLEO DE COMUNICAÇÃO	NCS	SAGA	NCS
DIRETORIA DE TRABALHO E PRODUÇÃO	DTP	SAGA	DTP
DIRETORIA DE EXECUÇÃO CRIMINAL	DEC	SAGA	DEC
COORDENADORIA DE ASSISTÊNCIA AO EGRESSO E FAMÍLIA	DRS	SAGA	DRS
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE VITÓRIA DO XINGU	UCR VITÓRIA DO XINGU	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE VITÓRIA DO XINGU	UCR VITÓRIA DO XINGU	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE VITÓRIA DO XINGU	UCR VITÓRIA DO XINGU	SAGO	DAP
COORDENADORIA DE TRANSPORTE - VITÓRIA DO XINGU	CTRANS - POLOS	SAGA	DLPI
COMANDO DE OPERAÇÕES PENITENCIÁRIA	COPE	SAGO	COPE
COMANDO DE OPERAÇÕES PENITENCIÁRIA	COPE	SAGO	COPE
COMANDO DE OPERAÇÕES PENITENCIÁRIA	COPE	SAGO	COPE
COMANDO DE OPERAÇÕES PENITENCIÁRIA	COPE	SAGO	COPE
GERÊNCIA DE PATRIMÔNIO	DLPI	SAGA	DLPI
GERÊNCIA DE PATRIMÔNIO	DLPI	SAGA	DLPI
GERÊNCIA DE PATRIMÔNIO	DLPI	SAGA	DLPI
GERÊNCIA DE PATRIMÔNIO	DLPI	SAGA	DLPI
COORDENADORIA DE TRANSPORTE - ANANINDEUA	CTRANS - POLOS	SAGA	DLPI
CORREGEDORIA GERAL PENITENCIÁRIA	CGP	SAGA	CGP
CORREGEDORIA GERAL PENITENCIÁRIA	CGP	SAGA	CGP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE SANTARÉM	UCR SANTARÉM	SAGO	DAP
CENTRAL DE CUSTÓDIA PROVISÓRIA DE SANTARÉM	CCP SANTARÉM	SAGO	DAP
ESCOLA DE ADMINISTRAÇÃO PENITENCIÁRIA	EAP	SAGA	EAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE REDENÇÃO	UCR REDENÇÃO	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE REDENÇÃO	UCR REDENÇÃO	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE REDENÇÃO	UCR REDENÇÃO	SAGO	DAP
ASSESSORIA DE SEGURANÇA INSTITUCIONAL - REDENÇÃO	ASI - INTERIOR	SAGO	ASI
COORDENADORIA DE ENGENHARIA E ARQUITETURA	DLPI	SAGA	DLPI
COORDENADORIA DE ENGENHARIA E ARQUITETURA	DLPI	SAGA	DLPI
COORDENADORIA DE TRANSPORTE - COQUEIRO	CTRANS - POLOS	SAGA	DLPI
ESCOLA DE ADMINISTRAÇÃO PENITENCIÁRIA	EAP	SAGA	EAP
NÚCLEO DE TECNOLOGIA DA INFORMAÇÃO	NTI	SAGA	NTI
NÚCLEO DE TECNOLOGIA DA INFORMAÇÃO	NTI	SAGA	NTI
COORDENADORIA DE CONTROLE E ARQUIVO PENITENCIÁRIO	DEC	SAGA	DEC
COORDENADORIA DE CONTROLE E ARQUIVO PENITENCIÁRIO	DEC	SAGA	DEC
COORDENADORIA DE EDUCACAO PRISIONAL	DRS	SAGA	DRS
GERÊNCIA DE ENSINO PROFISSIONALIZANTE	DRS	SAGA	DRS
COORDENADORIA DE EDUCACAO PRISIONAL	DRS	SAGA	DRS
COORDENADORIA DE ASSISTÊNCIA SOCIAL	DAB	SAGA	DAB
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE MARITUBA III	UCR MARITUBA III	SAGO	DAP
COORDENADORIA DE ASSISTÊNCIA SOCIAL	DAB	SAGA	DAB
COORDENADORIA DE ASSISTÊNCIA SOCIAL	DAB	SAGA	DAB
COORDENADORIA DE EDUCACAO PRISIONAL	DRS	SAGA	DRS
COORDENADORIA DE EDUCACAO PRISIONAL	DRS	SAGA	DRS
DIRETORIA DE ASSISTÊNCIA BIOPSICOSSOCIAL	DAB	SAGA	DAB
DIRETORIA DE ADMINISTRAÇÃO PENITENCIÁRIA	DAP	SAGO	DAP
COORDENADORIA DE TRANSPORTE	CTRANS	SAGA	DLPI
GERÊNCIA DE ENSINO PROFISSIONALIZANTE	DRS	SAGA	DRS
CORREGEDORIA GERAL PENITENCIÁRIA	CGP	SAGA	CGP
CORREGEDORIA GERAL PENITENCIÁRIA	CGP	SAGA	CGP
COORDENADORIA DE TRANSPORTE - SANTARÉM	CTRANS - POLOS	SAGA	DLPI
CENTRAL DE CUSTÓDIA PROVISÓRIA DE SANTARÉM	CCP SANTARÉM	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE SANTARÉM	UCR SANTARÉM	SAGO	DAP
CENTRAL DE CUSTÓDIA PROVISÓRIA DE SANTARÉM	CCP SANTARÉM	SAGO	DAP
CENTRAL DE CUSTÓDIA PROVISÓRIA DE SANTARÉM	CCP SANTARÉM	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE SANTARÉM	UCR SANTARÉM	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE SANTA IZABEL V	UCR SANTA IZABEL V	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE SANTA IZABEL V	UCR SANTA IZABEL V	SAGO	DAP
ESCOLA DE ADMINISTRAÇÃO PENITENCIÁRIA	EAP	SAGA	EAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE MARITUBA III	UCR MARITUBA III	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE MARITUBA III	UCR MARITUBA III	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE MARITUBA III	UCR MARITUBA III	SAGO	DAP
CENTRAL DE CUSTÓDIA PROVISÓRIA DE SANTARÉM	CCP SANTARÉM	SAGO	DAP
CENTRAL DE CUSTÓDIA PROVISÓRIA DE SANTARÉM	CCP SANTARÉM	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE SANTARÉM	UCR SANTARÉM	SAGO	DAP
CENTRAL DE CUSTÓDIA PROVISÓRIA DE SANTARÉM	CCP SANTARÉM	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE SANTARÉM	UCR SANTARÉM	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO FEMININA DE SANTARÉM	UCRF SANTARÉM	SAGO	DAP
CENTRAL DE CUSTÓDIA PROVISÓRIA DE SANTARÉM	CCP SANTARÉM	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE VITÓRIA DO XINGU	UCR VITÓRIA DO XINGU	SAGO	DAP
COORDENADORIA DE TRANSPORTE - VITÓRIA DO XINGU	CTRANS - POLOS	SAGA	DLPI
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE TUCURUÍ	UCR TUCURUÍ	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE TUCURUÍ	UCR TUCURUÍ	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE TUCURUÍ	UCR TUCURUÍ	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE TOMÉ-AÇU	UCR TOMÉ-AÇU	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE TOMÉ-AÇU	UCR TOMÉ-AÇU	SAGO	DAP
CENTRAL DE CUSTÓDIA PROVISÓRIA DE MARABÁ	CCP MARABÁ	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE MARABÁ	UCR MARABÁ	SAGO	DAP
COORDENADORIA DE TRANSPORTE - MARABÁ	CTRANS - POLOS	SAGA	DLPI
COORDENADORIA DE TRANSPORTE	CTRANS	SAGA	DLPI
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE VITÓRIA DO XINGU	UCR VITÓRIA DO XINGU	SAGO	DAP
COORDENADORIA DE TRANSPORTE	CTRANS	SAGA	DLPI
CENTRAL DE CUSTÓDIA PROVISÓRIA DE MARABÁ	CCP MARABÁ	SAGO	DAP
CENTRAL DE CUSTÓDIA PROVISÓRIA DE MARABÁ	CCP MARABÁ	SAGO	DAP
COORDENADORIA DE TRANSPORTE - MARABÁ	CTRANS - POLOS	SAGA	DLPI
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE SANTA IZABEL IV	UCR SANTA IZABEL IV	SAGO	DAP
UNIDADE DE REINSERÇÃO DE REGIME SEMIABERTO DE SANTA IZABEL	URRS SANTA IZABEL	SAGO	DAP
UNIDADE DE REINSERÇÃO DE REGIME SEMIABERTO DE SANTA IZABEL	URRS SANTA IZABEL	SAGO	DAP
CENTRAL DE CUSTÓDIA PROVISÓRIA DA MARAMBAIA	CCP MARAMBAIA	SAGO	DAP
CENTRAL DE CUSTÓDIA PROVISÓRIA DA MARAMBAIA	CCP MARAMBAIA	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE SANTA IZABEL III	UCR SANTA IZABEL III	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE SANTA IZABEL III	UCR SANTA IZABEL III	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE SANTA IZABEL III	UCR SANTA IZABEL III	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO FEMININA DE ANANINDEUA	UCRF ANANINDEUA	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO FEMININA DE ANANINDEUA	UCRF ANANINDEUA	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO FEMININA DE ANANINDEUA	UCRF ANANINDEUA	SAGO	DAP
CENTRAL DE CUSTÓDIA PROVISÓRIA DA CREMAÇÃO	CCP CREMAÇÃO	SAGO	DAP
CENTRAL DE CUSTÓDIA PROVISÓRIA DA CREMAÇÃO	CCP CREMAÇÃO	SAGO	DAP
DIRETORIA DE LICITAÇÃO, CONTRATOS E CONVÊNIOS	DLCC	SAGA	DLCC
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE SÃO FÉLIX DO XINGU	UCR SÃO FÉLIX DO XINGU	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE SÃO FÉLIX DO XINGU	UCR SÃO FÉLIX DO XINGU	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE SÃO FÉLIX DO XINGU	UCR SÃO FÉLIX DO XINGU	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE SÃO FÉLIX DO XINGU	UCR SÃO FÉLIX DO XINGU	SAGO	DAP
ASSESSORIA DE SEGURANÇA INSTITUCIONAL	ASI	SAGO	ASI
GERÊNCIA DE PATRIMÔNIO	DLPI	SAGA	DLPI
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE TOMÉ-AÇU	UCR TOMÉ-AÇU	SAGO	DAP
COORDENADORIA DE SAÚDE PRISIONAL	DAB	SAGA	DAB
COORDENADORIA DE TRANSPORTE - SANTARÉM	CTRANS - POLOS	SAGA	DLPI
COORDENADORIA DE TRANSPORTE - SANTARÉM	CTRANS - POLOS	SAGA	DLPI
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE SANTARÉM	UCR SANTARÉM	SAGO	DAP
CENTRAL DE CUSTÓDIA PROVISÓRIA DE SANTARÉM	CCP SANTARÉM	SAGO	DAP
UNIDADE DE REINSERÇÃO DE REGIME SEMIABERTO DE SANTA IZABEL	URRS SANTA IZABEL	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE BRAGANÇA	UCR BRAGANÇA	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE BRAGANÇA	UCR BRAGANÇA	SAGO	DAP
CASA DE HUMANIZAÇÃO, ASSISTÊNCIA E PROTEÇÃO AO APENADO DE MARABÁ	CHAPA MARABÁ	SAGO	DAP
CASA DE HUMANIZAÇÃO, ASSISTÊNCIA E PROTEÇÃO AO APENADO DE MARABÁ	CHAPA MARABÁ	SAGO	DAP
DIRETORIA DE ADMINISTRAÇÃO PENITENCIÁRIA	DAP	SAGO	DAP
DIRETORIA DE ADMINISTRAÇÃO PENITENCIÁRIA	DAP	SAGO	DAP
DIRETORIA DE ADMINISTRAÇÃO PENITENCIÁRIA	DAP	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE SANTA IZABEL I - ANEXO	UCR SANTA IZABEL I - ANEXO	SAGO	DAP
COMANDO DE OPERAÇÕES PENITENCIÁRIA	COPE	SAGO	COPE
COMANDO DE OPERAÇÕES PENITENCIÁRIA	COPE	SAGO	COPE
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE MARITUBA II	UCR MARITUBA II	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE MARITUBA II	UCR MARITUBA II	SAGO	DAP
ESCOLA DE ADMINISTRAÇÃO PENITENCIÁRIA	EAP	SAGA	EAP
DIRETORIA DE TRABALHO E PRODUÇÃO	DTP	SAGA	DTP
COMANDO DE OPERAÇÕES PENITENCIÁRIA	COPE	SAGO	COPE
COMANDO DE OPERAÇÕES PENITENCIÁRIA	COPE	SAGO	COPE
COMANDO DE OPERAÇÕES PENITENCIÁRIA	COPE	SAGO	COPE
COMANDO DE OPERAÇÕES PENITENCIÁRIA	COPE	SAGO	COPE
COMANDO DE OPERAÇÕES PENITENCIÁRIA	COPE	SAGO	COPE
COMANDO DE OPERAÇÕES PENITENCIÁRIA	COPE	SAGO	COPE
COMANDO DE OPERAÇÕES PENITENCIÁRIA	COPE	SAGO	COPE
COMANDO DE OPERAÇÕES PENITENCIÁRIA	COPE	SAGO	COPE
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE ITAITUBA	UCR ITAITUBA	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE ITAITUBA	UCR ITAITUBA	SAGO	DAP
ASSESSORIA DE SEGURANÇA INSTITUCIONAL - SANTARÉM	ASI - INTERIOR	SAGO	ASI
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE ITAITUBA	UCR ITAITUBA	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE CAMETÁ	UCR CAMETÁ	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE CAMETÁ	UCR CAMETÁ	SAGO	DAP
CENTRAL DE CUSTÓDIA PROVISÓRIA DE MARABÁ	CCP MARABÁ	SAGO	DAP
CENTRAL DE CUSTÓDIA PROVISÓRIA DE MARABÁ	CCP MARABÁ	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE MARABÁ	UCR MARABÁ	SAGO	DAP
COORDENADORIA DE TRANSPORTE - MARABÁ	CTRANS - POLOS	SAGA	DLPI
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE TUCURUÍ	UCR TUCURUÍ	SAGO	DAP
NÚCLEO DE TECNOLOGIA DA INFORMAÇÃO	NTI	SAGA	NTI
NÚCLEO DE TECNOLOGIA DA INFORMAÇÃO	NTI	SAGA	NTI
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE SANTA IZABEL I	UCR SANTA IZABEL I	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE SANTA IZABEL III	UCR SANTA IZABEL III	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE SANTA IZABEL I	UCR SANTA IZABEL I	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE SANTA IZABEL III	UCR SANTA IZABEL III	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE SANTA IZABEL I	UCR SANTA IZABEL I	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE SANTA IZABEL I	UCR SANTA IZABEL I	SAGO	DAP
ESCOLA DE ADMINISTRAÇÃO PENITENCIÁRIA	EAP	SAGA	EAP
COMANDO DE OPERAÇÕES PENITENCIÁRIA	COPE	SAGO	COPE
COMANDO DE OPERAÇÕES PENITENCIÁRIA	COPE	SAGO	COPE
COMANDO DE OPERAÇÕES PENITENCIÁRIA	COPE	SAGO	COPE
COMANDO DE OPERAÇÕES PENITENCIÁRIA	COPE	SAGO	COPE
COMANDO DE OPERAÇÕES PENITENCIÁRIA	COPE	SAGO	COPE
COMANDO DE OPERAÇÕES PENITENCIÁRIA	COPE	SAGO	COPE
COMANDO DE OPERAÇÕES PENITENCIÁRIA	COPE	SAGO	COPE
COMANDO DE OPERAÇÕES PENITENCIÁRIA	COPE	SAGO	COPE
COMANDO DE OPERAÇÕES PENITENCIÁRIA	COPE	SAGO	COPE
ESCOLA DE ADMINISTRAÇÃO PENITENCIÁRIA	EAP	SAGA	EAP
GRUPO DE AÇÕES PENITENCIÁRIAS	GAP	SAGO	GAP
GRUPO DE AÇÕES PENITENCIÁRIAS	GAP	SAGO	GAP
GRUPO DE AÇÕES PENITENCIÁRIAS	GAP	SAGO	GAP
GRUPO DE AÇÕES PENITENCIÁRIAS	GAP	SAGO	GAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE SANTA IZABEL III	UCR SANTA IZABEL III	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE SANTA IZABEL III	UCR SANTA IZABEL III	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE SANTA IZABEL I	UCR SANTA IZABEL I	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE TUCURUÍ	UCR TUCURUÍ	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE TUCURUÍ	UCR TUCURUÍ	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE TUCURUÍ	UCR TUCURUÍ	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE TUCURUÍ	UCR TUCURUÍ	SAGO	DAP
GRUPO DE AÇÕES PENITENCIÁRIAS	GAP	SAGO	GAP
GRUPO DE AÇÕES PENITENCIÁRIAS	GAP	SAGO	GAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE VITÓRIA DO XINGU	UCR VITÓRIA DO XINGU	SAGO	DAP
CASA DE HUMANIZAÇÃO, ASSISTÊNCIA E PROTEÇÃO AO APENADO DE ALTAMIRA	CHAPA ALTAMIRA	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE VITÓRIA DO XINGU	UCR VITÓRIA DO XINGU	SAGO	DAP
CASA DE HUMANIZAÇÃO, ASSISTÊNCIA E PROTEÇÃO AO APENADO DE ALTAMIRA	CHAPA ALTAMIRA	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE VITÓRIA DO XINGU	UCR VITÓRIA DO XINGU	SAGO	DAP
COORDENADORIA DE TRANSPORTE - VITÓRIA DO XINGU	CTRANS - POLOS	SAGA	DLPI
COORDENADORIA DE TRANSPORTE - VITÓRIA DO XINGU	CTRANS - POLOS	SAGA	DLPI
COORDENADORIA DE TRANSPORTE - VITÓRIA DO XINGU	CTRANS - POLOS	SAGA	DLPI
GRUPO DE AÇÕES PENITENCIÁRIAS	GAP	SAGO	GAP
GRUPO DE AÇÕES PENITENCIÁRIAS	GAP	SAGO	GAP
GRUPO DE AÇÕES PENITENCIÁRIAS	GAP	SAGO	GAP
DIRETORIA DE ASSISTÊNCIA BIOPSICOSSOCIAL	DAB	SAGA	DAB
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE CAPANEMA	UCR CAPANEMA	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE CAPANEMA	UCR CAPANEMA	SAGO	DAP
CASA DE HUMANIZAÇÃO, ASSISTÊNCIA E PROTEÇÃO AO APENADO DE MARABÁ	CHAPA MARABÁ	SAGO	DAP
CENTRAL DE CUSTÓDIA PROVISÓRIA DE MARABÁ	CCP MARABÁ	SAGO	DAP
CENTRAL DE CUSTÓDIA PROVISÓRIA DE MARABÁ	CCP MARABÁ	SAGO	DAP
COORDENADORIA DE TRANSPORTE - MARABÁ	CTRANS - POLOS	SAGA	DLPI
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE TOMÉ-AÇU	UCR TOMÉ-AÇU	SAGO	DAP
ESCOLA DE ADMINISTRAÇÃO PENITENCIÁRIA	EAP	SAGA	EAP
ASSESSORIA DE SEGURANÇA INSTITUCIONAL	ASI	SAGO	ASI
CENTRAL DE CUSTÓDIA PROVISÓRIA DE SANTA IZABEL	CCP SANTA IZABEL	SAGO	DAP
CENTRAL DE CUSTÓDIA PROVISÓRIA DE SANTA IZABEL	CCP SANTA IZABEL	SAGO	DAP
GRUPO DE AÇÕES PENITENCIÁRIAS	GAP	SAGO	GAP
UNIDADE DE REINSERÇÃO DE REGIME SEMIABERTO DE SANTA IZABEL	URRS SANTA IZABEL	SAGO	DAP
UNIDADE DE REINSERÇÃO DE REGIME SEMIABERTO DE SANTA IZABEL	URRS SANTA IZABEL	SAGO	DAP
UNIDADE DE REINSERÇÃO DE REGIME SEMIABERTO DE SANTA IZABEL	URRS SANTA IZABEL	SAGO	DAP
CENTRAL INTEGRADA DE MONITORAMENTO ELETRÔNICA	CIME	SAGO	CIME
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE MARITUBA III	UCR MARITUBA III	SAGO	DAP
CENTRAL INTEGRADA DE MONITORAMENTO ELETRÔNICA	CIME	SAGO	CIME
COORDENADORIA DE TRANSPORTE - COQUEIRO	CTRANS - POLOS	SAGA	DLPI
COORDENADORIA DE TRANSPORTE - SANTA IZABEL	CTRANS - POLOS	SAGA	DLPI
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE ICOARACI	UCR ICOARACI	SAGO	DAP
CENTRAL DE CUSTÓDIA PROVISÓRIA DA MARAMBAIA	CCP MARAMBAIA	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE SALINÓPOLIS	UCR SALINÓPOLIS	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE SALINÓPOLIS	UCR SALINÓPOLIS	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE SALINÓPOLIS	UCR SALINÓPOLIS	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE SALINÓPOLIS	UCR SALINÓPOLIS	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE BREVES	UCR BREVES	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE BREVES	UCR BREVES	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE BREVES	UCR BREVES	SAGO	DAP
ASSESSORIA DE SEGURANÇA INSTITUCIONAL - BREVES	ASI - INTERIOR	SAGO	ASI
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE BREVES	UCR BREVES	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE BREVES	UCR BREVES	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE ITAITUBA	UCR ITAITUBA	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE ITAITUBA	UCR ITAITUBA	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE ITAITUBA	UCR ITAITUBA	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE ITAITUBA	UCR ITAITUBA	SAGO	DAP
GRUPO DE AÇÕES PENITENCIÁRIAS	GAP	SAGO	GAP
GRUPO DE AÇÕES PENITENCIÁRIAS	GAP	SAGO	GAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE CASTANHAL	UCR CASTANHAL	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE PARAUAPEBAS	UCR PARAUAPEBAS	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE PARAUAPEBAS	UCR PARAUAPEBAS	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE PARAUAPEBAS	UCR PARAUAPEBAS	SAGO	DAP
UNIDADE PENITENCIÁRIA DE SEGURANÇA MÁXIMA I	UPMAX I	SAGO	DAP
UNIDADE PENITENCIÁRIA DE SEGURANÇA MÁXIMA I	UPMAX I	SAGO	DAP
UNIDADE PENITENCIÁRIA DE SEGURANÇA MÁXIMA I	UPMAX I	SAGO	DAP
GRUPO DE AÇÕES PENITENCIÁRIAS	GAP	SAGO	GAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE CASTANHAL	UCR CASTANHAL	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE CASTANHAL	UCR CASTANHAL	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE CASTANHAL	UCR CASTANHAL	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE CASTANHAL	UCR CASTANHAL	SAGO	DAP
COORDENADORIA DE TRANSPORTE - SANTA IZABEL	CTRANS - POLOS	SAGA	DLPI
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE BREVES	UCR BREVES	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE BREVES	UCR BREVES	SAGO	DAP
ASSESSORIA DE SEGURANÇA INSTITUCIONAL	ASI	SAGO	ASI
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE BREVES	UCR BREVES	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE VITÓRIA DO XINGU	UCR VITÓRIA DO XINGU	SAGO	DAP
CASA DE HUMANIZAÇÃO, ASSISTÊNCIA E PROTEÇÃO AO APENADO DE ALTAMIRA	CHAPA ALTAMIRA	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE VITÓRIA DO XINGU	UCR VITÓRIA DO XINGU	SAGO	DAP
COORDENADORIA DE TRANSPORTE - VITÓRIA DO XINGU	CTRANS - POLOS	SAGA	DLPI
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE SANTA IZABEL IV	UCR SANTA IZABEL IV	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE SANTA IZABEL IV	UCR SANTA IZABEL IV	SAGO	DAP
ESCOLA DE ADMINISTRAÇÃO PENITENCIÁRIA	EAP	SAGA	EAP
ESCOLA DE ADMINISTRAÇÃO PENITENCIÁRIA	EAP	SAGA	EAP
GRUPO DE AÇÕES PENITENCIÁRIAS	GAP	SAGO	GAP
CENTRAL INTEGRADA DE MONITORAMENTO ELETRÔNICO - SANTARÉM	CIME - INTERIOR	SAGO	CIME
ASSESSORIA DE SEGURANÇA INSTITUCIONAL	ASI	SAGO	ASI
ASSESSORIA DE SEGURANÇA INSTITUCIONAL	ASI	SAGO	ASI
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE REDENÇÃO	UCR REDENÇÃO	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE SANTA IZABEL III	UCR SANTA IZABEL III	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE REDENÇÃO	UCR REDENÇÃO	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE REDENÇÃO	UCR REDENÇÃO	SAGO	DAP
